contract_id,clause_text,clause_type,answer
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.PDF,"Licensor agrees that Duval must achieve and maintain Exempt                   Status on the PGA Tour throughout each Contract Year and must                   participate as a player in a minimum of fifteen (15) official                   PGA Tour events each Contract Year (Minimum Annual Performance                   Requirements). In the event Duval does not meet                   the Minimum Annual Performance Requirements for a Contract                   Year, $375,000 of the Additional License Fee will be deemed to                   be unearned.",Minimum Commitment,Yes
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF,"TPC agrees to guarantee to Consolidated Artists on behalf of Ogle a minimum Royalty Compensation of Twenty Thousand U.S. Dollars ($20,000) payable in four (4) equal installments of Five Thousand U.S. Dollars ($5,000) and due simultaneously with the Retainer Fee on or before the first (1st) day of February, May, August and November in each Contract Year. TPC shall have the right to prorate the  Retainer Fee due Consolidated Artists upon fourteen (14) days written notice  to Consolidated Artists or Advantage in the event Ogle fails to play a  minimum of seventeen (17) U.S. PGA<omitted>Tour Events and the British Open in each Contract Year during the Contract Period.",Minimum Commitment,Yes
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.PDF,"Company shall pay 11.67% of the Drilling Costs of the Initial Well, regardless of whether the Initial Well is successfully drilled to the Objective Zone",Minimum Commitment,Yes
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.PDF,"Minimum individual and aggregate Principal Owner ownership percentage required at all times during the term of this Agreement:   4-2.1 During the term of this Agreement, the Principal Owners together must have a ""controlling interest"" of no less than seventy-five percent (75%) of the equity, voting control and profits in the Franchise Owner.   4-2.2 Unless otherwise permitted, the required minimum ""ownership interest"" of each Principal Owner during the term of this Agreement is:

Name   Ownership Percentage You must spend, in addition to any contributions to the Ad Fund, a minimum of the greater of (a) Three Thousand and No/100 Dollars ($3,000.00); or (b) five percent (5%) of the Franchise's gross revenues for each month during the term of this Agreement, as outlined in Paragraph 6.4, for local advertising, promotion and marketing. During sixty (60) day period that begins thirty (30) days prior to the opening of your Franchise, and ending thirty (30) days after the opening of your Franchise (the ""Grand Opening Period""), you will be required to expend at least Ten Thousand and No/100 Dollars ($10,000.00) in verifiable marketing costs to publicize the grand opening of your Franchise. You agree that:<omitted>(e) you will expend at least Six Thousand and No/100 Dollars ($6,000.00) every four (4) years in remodeling, expansion, redecorating and/or refurnishing of the Premises and the Franchise, if deemed necessary by us (any changes to the decoration or furnishing of the Premises must be approved by us); We have the right to terminate this Agreement effective upon delivery of notice of termination to you, if:<omitted>(11) you fail to meet the minimum local advertising expenditures required in Section 11.2, and to provide the required proof of your expenditures; You agree to pay us a continuing franchise royalty fee (""Royalty Fee"") in the amount of seven percent (7%) of the gross revenues of the Franchise for all periods, with a minimum monthly amount of Seven Hundred and No/100 Dollars ($700.00). If we offer any such mandatory training programs, then you or your designated personnel must attend a minimum of seventy-five percent (75%) of the programs offered on an annual basis.",Minimum Commitment,Yes
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.PDF,"In the event that HDI fails to have the Site fully operational within seventy (70) days from the date of this Agreement, the Company shall have the right to terminate this Agreement without penalty.",Minimum Commitment,Yes
BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT.PDF,"Client will pay TrueLink's fees for requested Hosting Services and Support Services pursuant to the schedule of charges set forth on Exhibits ""A"" and ""B"" attached hereto, (but not less than $____ per month for the Hosting Services and $____ per month for Support Services).",Minimum Commitment,Yes
Apollo Endosurgery - Manufacturing and Supply Agreement.PDF,• Minimum yearly purchases of [***] units on each contract year.,Minimum Commitment,Yes
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.PDF","Fleet shall ensure that it has sufficient experienced production staff available to meet the requirements set out in each Production Schedule and at a minimum, to meet the expected non-binding forecast set out below:

[***] [***] [***] [***] [***] [***]

N u m b e r  o f batches The amounts set forth for the [***] in each Production Schedule shall constitute a firm purchase order and shall be binding upon Columbia (each a ""Purchase Order"") unless otherwise agreed in writing by both parties.",Minimum Commitment,Yes
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement .PDF,"In case that EMV fails to reach the target volume within the specified period of the agreement, EMV shall reimburse the Manufacturer the investment of the equipment by the percentage of unachieved volume. Under this Agreement, subject to Manufacturer meeting EMV's requirements for quality, price and lead-time and being granted the manufacturing license hereunder, the minimum purchase volume of the Product (Solo) is 50,000 units within the period of three (3) years (calendar year of 2018, 2019, 2020). In addition, during the valid period of this agreement, EMV guarantee the annual purchase volume will be not less than the purchase volume of the previous year.",Minimum Commitment,Yes
"VAPOTHERM, INC. - Manufacturing and Supply Agreement.PDF","The forecast for any month specified in any Rolling Forecast may not be less than the total number of Cartridges for which Vapotherm, prior to delivery of that Rolling Forecast to Medica in accordance with Section 2.l(a), has submitted purchase orders in accordance with Section 3.2 specifying a delivery date in that month. Vapotherm shall order for delivery in any given month an aggregate number of Cartridges equal to at least [* * *]% of the final amount forecast for that month in the Rolling Forecasts (that quantity, the ""Final Forecast Quantity"").",Minimum Commitment,Yes
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,"Minimum response time for R2        detect delay + generate             detect delay + generate delay compelled signaling                 delay                                     detect delay + decision             detect delay + decision delay +                                     delay + generate delay - -------------------------------------------------------------------------------------------- ------------ Accept Levels                       -5 dBm0 to -31.5 dBm0 must          Minimum power is                                     detect;                             configurable from -25 dBm to                                     -38.5 dBm0 must reject              -45 dBm per frequency There shall be fewer than 1 talkoff in 5 hours of voice when the          detector is programmed with the recommended parameters (minimum tone          duration 400 ms). - --------------------------------------------------------------------------------------------------------------------                                                 Requirement - -------------------------------------------------------------------------------------------------------------------- Characteristic                Bellcore                      EIA/TIA-464A                                 D2 - --------------------------------------------------------------------------------------------------------------------                                                                                   Frequency Deviation           +/-1.5% must accept;          +/-1.5% must accept;          Configurable choice of                               +/-3.5% must reject           +/-3.5% must reject           four sets of must                                                                                           accept/must reject:                                                                                           +/-2.0% accept to +/-3.0%                                                                                           reject; +/-2.5% accept to                                                                                           +/-3.5% reject; +/-3.0%                                                                                           accept to +/-4.0% reject;                                                                                           +/-3.5% accept to +/-4.5%                                                                                           reject. - -------------------------------------------------------------------------------------------------------------------- Minimum Tone                  40 ms must accept; 23         40 ms must accept             Configurable from 24 Duration                      ms must reject                                              to 80 ms - -------------------------------------------------------------------------------------------------------------------- Minimum Interdigital          40 ms                         40 ms                         Configurable from 24 Interval                                                                                  to 80 ms - -------------------------------------------------------------------------------------------------------------------- Minimum Cycle Time            93 ms                         93 ms                         Configurable from 48                                                                                           to 160 ms - -------------------------------------------------------------------------------------------------------------------- Accept Levels                 0 to -36 dBm must             0 to -25 dBm must             0 dBm to configurable                               accept, -55 dBm must          accept                        minimum (-25 to -45                               reject                                                      dBm range) Table A-9 contains the nominal frequency, power, and duration requirements for

                           ------------------------------------------------                               Minimum             Maximum              Unit          ---------------------------------------------------------------------          Frequency            2085                2115                 Hz          ---------------------------------------------------------------------          Duration             2.6                 4.0                  seconds          ---------------------------------------------------------------------          Power                -18.0               -6.0                 dBm0          ---------------------------------------------------------------------

generating modem tones as derived from V.25 and G.164. If LICENSEE commits to purchase licenses for a minimum of 10,000 processors for the first year after first customer shipments, the fee_per_port will be reduced for $1.00 for the first 5,000 processors. D2 shall make available to LICENSEE the maintenance and support services according to the terms of this Article 6 for a minimum of five years after Acceptance of Licensed Technology. - ------------------------------------------------------------------------------------------------------------------                                                                Requirement - ------------------------------------------------------------------------------------------------------------------ Characteristic                Bellcore                      CCITT/ITU                     D2 - ------------------------------------------------------------------------------------------------------------------                                                                                   Frequency Deviation           +/-(1.5% + 5 Hz) must         +/-1.5% must accept           Configurable choice of                               accept                                                      three sets of must                                                                                           accept frequency                                                                                           tolerance:                                                                                           +/-(1.5% + 5 Hz),                                                                                           +/-(1.5% + 10 Hz),                                                                                           +/-(1.5% + 15 Hz) - ------------------------------------------------------------------------------------------------------------------ Tone Duration                 KP signal >/= 54 ms           >/=30 ms must accept          Minimum duration is                               must accept;                               must reject                                                 steps, from 28 ms up.                               All others: >/=30 ms                                        Can be configured for                               must accept; /=30 ms must accept;                               must reject                                                 - -------------------------------------------------------------





----------------------------------------------------- Minimum Interdigital          Must accept                   Must accept                   Minimum interdigital Interval                      interdigital intervals        interdigital intervals        interval is configurable                               >/=25 ms.  Must bridge        >/=20 ms                      in 4 ms steps.  Can be                               interdigital intervals                                      configured for >/=20 ms                               - ------------------------------------------------------------------------------------------------------------------ Minimum Cycle Time            Up to 10 pulses per           -                             >10 pulses per second                               second (100 ms cycle                                        (                              time) - ------------------------------------------------------------------------------------------------------------------ Accept Levels                 0 to -25 dBm must             -                             Minimum power is                               accept                                                      configurable from -25                                                                                                                         frequency - ----------------------------------------------------------------------------------------------------------------",Minimum Commitment,Yes
